names	x.pos	y.pos	module
Rsub_12373	1037.5206466840973	-2003.2321839453316	gold
Rsub_12370	458.5206466840973	505.7678160546684	blue1
Rsub_12368	4491.520646684097	4396.767816054668	grey
Rsub_12362	1184.5206466840973	366.7678160546684	blue1
Rsub_12354	-618.4793533159027	-3771.2321839453316	red
Rsub_12350	-1620.4793533159027	1843.7678160546684	blue1
Rsub_12342	-4530.479353315903	-3250.2321839453316	black
Rsub_12340	-1061.4793533159027	5059.767816054668	grey
Rsub_12335	1072.5206466840973	-2670.2321839453316	red
Rsub_12332	2293.5206466840973	-60.2321839453316	gold
Rsub_12330	3996.5206466840973	-1969.2321839453316	darkmagenta
Rsub_12328	-1133.4793533159027	-2062.2321839453316	red
Rsub_12327	-1442.4793533159027	-1890.2321839453316	red
Rsub_12325	994.5206466840973	2118.7678160546684	blue1
Rsub_12320	1208.5206466840973	-1235.2321839453316	gold
Rsub_12315	-596.4793533159027	-1737.2321839453316	red
Rsub_12314	-2211.4793533159027	-3518.2321839453316	red
Rsub_12312	-2293.4793533159027	4890.767816054668	blue1
Rsub_12309	-2904.4793533159027	-3210.2321839453316	black
Rsub_12307	-1053.4793533159027	-2872.2321839453316	red
Rsub_12302	-4029.4793533159027	-3479.2321839453316	black
Rsub_12301	1181.5206466840973	3276.7678160546684	blue1
Rsub_12300	2305.5206466840973	-878.2321839453316	darkmagenta
Rsub_12299	1355.5206466840973	-1314.2321839453316	gold
Rsub_12296	1056.5206466840973	4377.767816054668	blue1
Rsub_12295	-1005.4793533159027	-1577.2321839453316	red
Rsub_12294	-3695.4793533159027	4973.767816054668	grey
Rsub_12291	1780.5206466840973	2971.7678160546684	blue1
Rsub_12288	3568.5206466840973	-750.2321839453316	darkmagenta
Rsub_12285	1331.5206466840973	-652.2321839453316	gold
Rsub_12283	1185.5206466840973	1788.7678160546684	blue1
Rsub_12282	713.5206466840973	-850.2321839453316	gold
Rsub_12281	3515.5206466840973	-861.2321839453316	darkmagenta
Rsub_12280	4162.520646684097	-1505.2321839453316	darkmagenta
Rsub_12274	1061.5206466840973	771.7678160546684	blue1
Rsub_12273	-1460.4793533159027	-3790.2321839453316	red
Rsub_12272	-1078.4793533159027	-3357.2321839453316	red
Rsub_12271	-1417.4793533159027	-3646.2321839453316	red
Rsub_12267	3470.5206466840973	-645.2321839453316	darkmagenta
Rsub_12264	-3426.4793533159027	-95.2321839453316	red
Rsub_12257	2862.5206466840973	-928.2321839453316	darkmagenta
Rsub_12252	1634.5206466840973	1349.7678160546684	blue1
Rsub_12245	591.5206466840973	-1786.2321839453316	gold
Rsub_12243	-1489.4793533159027	-4467.232183945332	red
Rsub_12235	1802.5206466840973	4695.767816054668	blue1
Rsub_12232	1701.5206466840973	-755.2321839453316	gold
Rsub_12231	531.5206466840973	1410.7678160546684	blue1
Rsub_12230	1676.5206466840973	-913.2321839453316	gold
Rsub_12226	359.5206466840973	1050.7678160546684	blue1
Rsub_12225	1243.5206466840973	1131.7678160546684	blue1
Rsub_12217	-3874.4793533159027	-2806.2321839453316	black
Rsub_12210	1282.5206466840973	-724.2321839453316	gold
Rsub_12209	1171.5206466840973	-715.2321839453316	gold
Rsub_12204	1048.5206466840973	1875.7678160546684	blue1
Rsub_12202	-75.4793533159027	1530.7678160546684	blue1
Rsub_12191	3097.5206466840973	-1755.2321839453316	darkmagenta
Rsub_12182	533.5206466840973	-63.2321839453316	blue1
Rsub_12180	-5509.479353315903	4712.767816054668	blue1
Rsub_12178	2369.5206466840973	4889.767816054668	blue1
Rsub_12175	-676.4793533159027	4207.402560225736	blue1
Rsub_12173	909.5206466840973	-702.2321839453316	gold
Rsub_12169	2349.5206466840973	2732.7678160546684	blue1
Rsub_12167	-1156.4793533159027	-1396.2321839453316	red
Rsub_12166	1046.5206466840973	1912.7678160546684	blue1
Rsub_12163	-3062.4793533159027	-3122.2321839453316	black
Rsub_12161	3119.5206466840973	-1198.2321839453316	darkmagenta
Rsub_12160	-2337.4793533159027	-1381.2321839453316	red
Rsub_12156	2409.5206466840973	-44.2321839453316	gold
Rsub_12154	2462.5206466840973	-1345.2321839453316	darkmagenta
Rsub_12153	-3760.4793533159027	4890.767816054668	grey
Rsub_12150	-1680.4793533159027	5061.767816054668	black
Rsub_12144	3567.5206466840973	-1113.2321839453316	darkmagenta
Rsub_12143	3394.5206466840973	-641.2321839453316	darkmagenta
Rsub_12136	-6212.479353315903	4796.767816054668	red
Rsub_12131	1290.5206466840973	3121.7678160546684	blue1
Rsub_12128	3471.5206466840973	-825.2321839453316	darkmagenta
Rsub_12127	1280.5206466840973	-1475.2321839453316	gold
Rsub_12121	742.5206466840973	-1732.2321839453316	gold
Rsub_12119	2669.5206466840973	-906.2321839453316	darkmagenta
Rsub_12116	3226.5206466840973	-2285.2321839453316	darkmagenta
Rsub_12115	-1424.4793533159027	-2764.2321839453316	red
Rsub_12113	3384.5206466840973	-1934.2321839453316	darkmagenta
Rsub_12112	-1174.4793533159027	-4805.232183945332	red
Rsub_12101	-1215.4793533159027	-3807.2321839453316	red
Rsub_12098	-2034.4793533159027	-123.2321839453316	blue1
Rsub_12096	-1056.4793533159027	-2584.2321839453316	red
Rsub_12095	3272.5206466840973	-1385.2321839453316	darkmagenta
Rsub_12089	-1172.4793533159027	2080.7678160546684	blue1
Rsub_12085	872.5206466840973	2894.7678160546684	blue1
Rsub_12083	1634.5206466840973	5054.767816054668	gold
Rsub_12082	-6503.479353315903	4205.767816054668	red
Rsub_12077	-1465.4793533159027	-1944.2321839453316	red
Rsub_12072	-2346.4793533159027	4094.7678160546684	blue1
Rsub_12062	-3196.4793533159027	-286.2321839453316	red
Rsub_12060	-1914.4793533159027	-3587.2321839453316	red
Rsub_12059	-97.4793533159027	4890.767816054668	black
Rsub_12057	937.5206466840973	-931.2321839453316	gold
Rsub_12053	-1556.4793533159027	-1887.2321839453316	red
Rsub_12049	2810.5206466840973	-1996.2321839453316	darkmagenta
Rsub_12048	3279.5206466840973	-1310.2321839453316	darkmagenta
Rsub_12047	-381.4793533159027	1752.7678160546684	blue1
Rsub_12046	-5772.479353315903	4366.767816054668	red
Rsub_12043	-367.4793533159027	-2674.2321839453316	red
Rsub_12042	-5563.479353315903	4161.767816054668	red
Rsub_12040	-940.4793533159027	-471.2321839453316	red
Rsub_12035	-1326.4793533159027	4469.767816054668	blue1
Rsub_12034	469.5206466840973	5056.767816054668	grey
Rsub_12033	1748.5206466840973	1121.7678160546684	blue1
Rsub_12026	-1591.4793533159027	-2473.2321839453316	red
Rsub_12020	3265.5206466840973	-914.2321839453316	darkmagenta
Rsub_12015	1913.5206466840973	1493.7678160546684	blue1
Rsub_12012	-394.4793533159027	4973.767816054668	red
Rsub_12009	-4268.479353315903	4599.767816054668	grey
Rsub_12007	-1799.4793533159027	-2442.2321839453316	red
Rsub_12006	-201.4793533159027	-2394.2321839453316	red
Rsub_12005	-261.4793533159027	-2281.2321839453316	red
Rsub_12004	-538.4793533159027	-2246.2321839453316	red
Rsub_12003	-1309.4793533159027	-4260.232183945332	red
Rsub_12000	1308.5206466840973	4889.767816054668	red
Rsub_11998	-2747.4793533159027	-483.2321839453316	red
Rsub_11995	178.09419177377276	536.2678160546684	blue1
Rsub_11992	-7004.479353315903	4089.7678160546684	red
Rsub_11991	4028.5206466840973	4343.767816054668	red
Rsub_11990	4115.520646684097	4301.767816054668	red
Rsub_11989	3347.5206466840973	-1581.2321839453316	darkmagenta
Rsub_11986	-30.4793533159027	-2794.2321839453316	red
