"Mesor HNLD"	"Mesor LNLD"	"Mesor HNSD"	"Mesor LNSD"	"Amplitude HNLD"	"Amplitude LNLD"	"Amplitude HNSD"	"Amplitude LNSD"	"Phase HNLD"	"Phase LNLD"	"Phase HNSD"	"Phase LNSD"
"Rsub_00127"	0.609433164954626	1.71204088888887	0.522984223706138	1.70011750115126	0.74663385140373	1.96958857011238	0.658115917945175	1.69865513536261	9.65969946277255	12.8630347872203	7.51933599582864	8.01704214570995
"Rsub_00128"	0.302792776343806	0.333300667336181	0.0644235547735576	0.356015833343898	0.10905415093051	0.384487749072648	0.0873845257921301	0.266698030120513	11.900744991539	17.0030209254932	7.88446466860653	17.9448175919452
"Rsub_00129"	67.7102036826381	46.4671199445686	16.4261551666666	54.9931968333325	27.5696271786293	52.8738710000806	17.7372370198693	44.1369297088284	12.3062686536936	16.6859213887855	6.85793834366664	15.370875067813
"Rsub_00130"	23.8992967777778	46.6013032900067	13.8804102246196	41.9430759976117	14.8064574467893	15.9718941591637	5.36261787698401	9.28386798246767	3.69920607853056	3.90632204900572	22.5414311681412	23.8404153393559
"Rsub_00132"	32.3463118997609	30.0985346149132	18.1341923331746	35.0491358888865	7.50143394946538	6.39588284411987	6.25942960800058	10.5202786448127	10.2706900793754	17.2492103625002	7.11128216466775	13.6017065994408
"Rsub_00133"	32.9543866248299	117.005709052022	25.8070750565182	120.662165389017	18.5084955837138	73.7929758456952	12.4280142493375	57.7026810078246	13.6085861318293	13.6852526755377	10.6729757470821	9.20492078407402
"Rsub_00134"	4.76109623652095	64.6080193653699	4.76337616514624	65.8277927761201	2.62125568623282	39.2083028361605	2.3097067443084	28.788198069908	13.121551176688	13.6725860271986	10.3220237187987	9.67238270600098
"Rsub_00137"	3.45001077777778	10.7962966110457	2.51238755880058	10.5038701666967	1.37838031215874	4.89203416820979	0.408477365790947	1.81087414795446	2.70470649645228	4.24300561984672	2.07954689017221	1.28275822818962
"Rsub_00138"	25.5352562760619	29.7416255703098	13.237485878291	59.3716846767321	14.2896163306059	19.9364286038541	2.53056469252321	25.0345482308377	9.72360342441823	14.6131729839487	9.71018412458314	9.34656864872457
"Rsub_00141"	17.7350609421748	25.9409050554456	14.6456154400563	30.0436657222725	10.2063009842721	3.84348411880967	5.64925466727258	16.8928561419387	18.6313389911182	17.0225030031782	15.6562831812153	3.71924496586253
"Rsub_00142"	33.6180761666667	37.7372284443222	25.4086749890048	24.1256547883558	11.1664505704656	20.2841387206708	32.7299684724969	3.24804544907136	6.47527416083099	5.08192656669704	5.36453370573983	4.58530975533901
"Rsub_00143"	5.33212872621373	11.9968235621891	10.5878118862689	16.8739448359612	2.82297925672596	6.10160084402663	4.93737490605751	6.68309456537343	17.434818297157	18.6832217071601	14.5785762264923	15.83736081792
"Rsub_00144"	0.357315555432286	0.544370555679339	0.649703444911585	0.857409055090391	0.145749274813741	0.313429037379082	0.18187968584993	0.360462107513559	20.183627825147	19.9024247481604	13.1203150959728	17.6949693790901
"Rsub_00145"	2.9154434992214	8.09471311026995	2.30976444528202	7.87393027779782	0.961875897827357	2.66001588838548	0.527274357813395	1.64698546277529	21.5338640625238	0.906236055471503	10.3893561267314	21.2656052610259
"Rsub_00146"	5.12872282988044	25.3699482273808	5.88437322980592	21.8906541111077	2.25289884898789	7.96322301215636	3.64039445429683	7.36902546658473	12.615603242749	14.2821758619065	9.10433523459951	10.1855263767814
"Rsub_00147"	7.91419422588632	7.53518494441682	8.64140866537012	6.548738612408	5.18452369468462	3.58823788107411	7.21941239137953	4.55827182526892	15.8690242762198	16.2294597569085	12.2032970521986	10.8486770048155
"Rsub_00148"	52.8592038273984	37.5329453329808	30.8509361945457	37.0973400279495	25.2600288215395	15.5631670464286	20.0048667751471	20.8693172201672	10.949239548546	12.6631848038708	8.03905080821466	8.36437180907784
"Rsub_00151"	4.36023233333333	7.15877249999936	7.23099407233974	7.04827681168893	1.21588586379707	0.656394318881053	2.84511816648407	1.59749192563262	18.6799886334657	22.1398871298222	15.5413808341723	16.2197550832602
"Rsub_00152"	16.3351486110804	20.9510603333318	16.6212308308143	21.9248328888003	6.38020512570143	9.00488198583312	2.6377361504629	4.51991448146902	11.1403081691782	15.4610497778442	12.7513583208719	11.1259478168283
"Rsub_00153"	152.610745773954	145.335599222297	60.4002543155442	135.43789367419	49.679995599119	44.6617935705207	49.0820542588752	75.6690123299806	4.36198126419256	5.34629796085873	3.42168820024141	3.20745754908332
"Rsub_00154"	0.617088444500418	4.05760777778815	1.25632661974573	5.59534239209568	0.266216451722051	1.36718609075548	0.737306299166705	1.57595176782813	17.4988969960809	18.0703927036686	14.2802611823314	15.6610503922554
"Rsub_00157"	9.8397137151602	19.9537983888864	9.07947583333463	20.1394666110996	1.94529333910826	3.60317651194615	1.39456230050362	3.32919570718054	5.72389211682616	6.53123143706293	22.3129994344614	4.89233282205127
"Rsub_00158"	56.1629729102733	33.8570212777809	35.9523141666981	32.206642944472	36.827042034755	24.3501580973261	22.1951894205731	17.8499925285501	3.19249034277527	3.94319523769705	23.9827677176876	1.60485133684625
"Rsub_00159"	12.3700203254591	104.54060205725	19.1973715002788	111.384736900973	9.79676964657408	59.3584530775295	15.3188700043542	81.8958524490212	3.58904088227788	3.48300971104764	1.23012726468869	22.7625296644088
"Rsub_00160"	44.5764880645345	176.904898340794	53.2927481639598	174.762416156707	41.0219832957359	104.880204844797	41.7793505276377	123.323010652987	3.06954703342481	3.36901362899074	1.17261467454068	22.8797281654591
"Rsub_00161"	34.695138497858	37.9666230581704	21.1045262236293	35.2202896067546	4.42756974759699	3.13561372918912	3.56246375737339	5.64957700245798	5.84055645410871	1.39719080443058	2.60488827289316	3.91960106775503
"Rsub_00168"	3.40963350270226	5.17367577787215	4.50875305554307	5.00539255555862	1.21286151851904	0.89722513178215	1.77388358801851	0.215499430031382	18.6917413606205	16.3733912431817	16.3266253077518	7.31112698914966
"Rsub_00170"	25.7756533069024	33.5401586114704	14.0031772951967	36.3177710676552	30.9933873853869	43.6507875618488	12.1795851178097	35.4766290781461	12.4185791535395	14.6771642451559	8.38248549288342	10.2764769573804
"Rsub_00171"	13.1013868822896	15.1091979999695	10.4257796687266	14.1292651086355	9.46026920021236	6.44696890336783	5.07404656417323	3.90159734591225	20.2342287316232	21.9083011638939	15.8014452875268	17.264792065409
"Rsub_00174"	36.0752313399096	28.2256227222659	12.9873633588648	47.9497639999512	33.9908010479295	36.8724585109957	19.2382320417687	39.7118594116519	11.1853462408404	14.071845800828	7.52531614216169	10.6570758087187
"Rsub_00175"	75.1753998767656	188.536703455774	10.8977727289728	174.447507629449	46.9068639857104	132.679835308428	10.1403388416272	137.516524046475	0.693495269524613	19.5256542554197	8.98551839555768	15.4388816160713
"Rsub_00177"	2.54968600378237	7.97164288888175	2.81870105600299	8.1083844446566	0.722396765101699	1.34582458189932	0.492431902988056	1.15599855054956	9.38879984032964	8.69433041344502	8.32825748419567	8.93960856954086
"Rsub_00178"	3.37068188888592	2.09663072235322	1.19390050136153	3.66271220196698	3.96955604911235	2.65610628374826	1.66947311977414	4.45963141054473	9.97783521686789	13.3217505690864	6.89142968725893	8.4154145669498
"Rsub_00179"	0.613000276513408	1.09283933333331	0.301480561888645	1.18743327778074	0.88438662825547	1.35553629426787	0.487004386166788	1.77226179060118	9.64103764707371	12.8744997944335	7.07421505342106	7.65209923001285
"Rsub_00180"	19.5366053888889	9.62396811110573	10.1588297453633	13.7116683102067	11.6496141637931	6.80683031288788	3.68088676983171	7.98019695920901	11.8924145960898	15.8473694235354	9.00899369082817	11.5031485507416
"Rsub_00181"	8.81666092239256	58.875141944361	2.26748691409452	46.4557747224496	3.53684086747513	15.8323397798136	1.06084784675779	10.7632769857673	1.89322833496119	19.6859427772141	8.00126003631926	14.9970777302886
"Rsub_00182"	11.1571958309119	26.0419570477712	17.6070505737477	31.2670921151438	3.49105987811344	7.63459214993328	8.78781575136823	4.98606199599792	23.4619463272731	23.9567185700342	19.6592688188806	19.5480792863762
"Rsub_00183"	214.461624388616	386.615524389408	54.9143359740411	315.203533611002	65.177181309822	83.6086307668927	33.5295472056896	118.212170509764	1.98652377854598	16.4000467550226	6.87623604104556	12.7351673304124
"Rsub_00186"	33.3027940557386	98.4054724444558	30.3386498414525	93.6681473980804	7.40791470156279	36.9550187272882	15.8945487556216	21.0977331420374	9.90605673016533	15.3801461910812	8.82993382856161	14.3031529809435
"Rsub_00188"	5.06345822222244	20.4852959999966	4.69763128244018	20.4913611645315	1.37366549152159	3.38343514182275	2.60962286719968	2.80041271025166	12.9694496128758	16.3509873018072	6.79646300753794	1.81607115075814
"Rsub_00189"	253.22783340429	376.811262444322	138.281798944444	328.656541668416	112.030684818255	103.710398109059	26.2151422067907	125.331944510922	5.75158911194069	6.78039557896476	4.5973871745571	5.52805384481454
"Rsub_00193"	13.407807777777	17.9096135555555	13.3512346635753	18.1289156109344	3.42250776619999	7.50561502515234	15.5063049536373	5.33409433956611	12.538122133493	4.67820774560619	6.17987105800865	1.74846989052371
"Rsub_00194"	8.11240211215971	15.1568966110941	10.0285407227412	16.9705551666597	3.0672166647498	6.8781389435461	4.76766926647064	3.85088084803957	4.45284005961943	4.96651777521209	0.999945573180938	22.733008893469
"Rsub_00195"	71.0130521111111	48.4961645555359	50.955141326692	47.919143336171	16.9816696350039	13.389829917428	21.5041581479995	17.8492079810445	13.6291048987988	12.4916134254482	8.86336871471995	8.89088970313126
"Rsub_00198"	2.93513165179773	25.8161452355584	2.06678890534193	18.5047483998035	1.17977390361539	15.6817632182155	1.86103304220373	9.42318828465317	4.23579729924556	4.35665459443945	4.3791863451718	2.05269963041245
"Rsub_00209"	15.6452079704401	42.8782140368339	10.2057127222222	32.3050708888874	6.91166259424469	17.6308717733613	0.866329672293458	8.66474747231657	0.999850366067441	3.41340956275369	10.4896863752434	23.4806577136097
"Rsub_00210"	22.9902408876894	40.155637305777	19.0246861621195	32.3861035705686	12.8617724685108	17.1542718560775	7.59813226457821	12.581526856934	23.9301018202562	2.14272328729126	18.9315572573858	21.1967232072973
"Rsub_00212"	523.413636888581	462.991883999615	712.507578818502	393.671340863051	126.088077291033	117.699370234816	325.940416826877	134.915751050623	21.5583925133869	2.15180994316594	21.8851807875026	1.67535845871907
"Rsub_00213"	529.087627888889	376.177312720289	622.4943508887	317.153181333421	165.200133142298	143.162323826044	108.886328638702	136.224708437287	19.9946153209991	1.81682206233444	22.1291410269718	0.964415111269693
"Rsub_00215"	6.35908456121098	12.1571638826661	6.1636456649934	11.3583448877361	2.22947836854347	4.53243446374946	2.81945042602374	2.77898639597049	14.9325013021593	15.1975773528028	12.1006879496201	10.5767302640776
"Rsub_00216"	2.16165289539972	3.49387099646052	0.601410242165278	5.77847260727479	1.04189814264947	3.53713686540659	0.458095799311904	4.1941836995155	11.2397380109688	15.9104113613102	6.20252299400106	13.0942492975639
"Rsub_00217"	10.4398072803741	17.4081755555441	6.17158215749281	16.4737345555585	3.09476159492581	4.3429352920599	3.04249499476169	4.4992452139232	11.7292055387497	17.8312090196571	7.85120891449149	13.1580477998696
"Rsub_00222"	17.0926299441151	19.5492668892174	21.7397607393881	19.4023787057702	3.24525977186625	3.57235893582248	4.22474082626369	3.9111331154226	12.7710934045739	7.97929421444822	13.1239944423333	4.35979740028278
"Rsub_00223"	12.2900259926269	2.40242211111225	39.1962315024143	15.8095779077822	15.9883174355993	3.38837190342634	21.2626098036206	11.1896592712637	17.4666023954855	19.785341707838	14.8927112632508	18.957060764468
"Rsub_00224"	1.93858323782254	10.3077066664736	2.83403073518457	15.5003515981533	1.53769361426702	4.78359120280602	1.54438592486488	6.84627508269406	10.0998340607157	16.0309728108666	4.86058332862624	13.8915007611843
"Rsub_00225"	0.402397964446285	5.30718794133502	1.48661474117317	5.33723588467931	0.373991580962093	4.48079824930016	0.954371960905443	3.97629552704867	17.3734502447908	17.9463094462366	14.7097220533165	13.7674599481996
"Rsub_00226"	17.6869388897456	24.1541773887115	12.5805677223178	20.7216192766827	3.44855264481245	4.6405932845259	4.1941793561461	7.47198497874595	13.77227938805	11.6807231037724	9.71985842656726	7.29812393204359
"Rsub_00227"	52.525610812464	45.2885485792591	38.0860695947423	47.773952128167	23.007080073183	17.6261922760349	14.7597972758897	18.7251732086583	18.398851395428	22.0995953580008	10.319405719517	17.5066723215178
"Rsub_00228"	317.027313222204	295.615863388879	628.625963055556	353.186594665002	143.318242118305	9.39051549035196	366.78329480538	59.0683717558225	19.1604645968876	23.0374190137184	19.8930770046464	23.696393245603
"Rsub_00231"	18.2400441972379	37.0799050555717	16.0447428909642	29.8975340901364	9.08003450603643	15.003354973484	4.65135797568168	10.6156813962622	19.6574753204765	21.388175747202	13.0169391010522	20.2760420445468
"Rsub_00232"	5.233610499459	41.9578527776705	3.73494388888888	39.4378089447028	1.38803360273742	8.06951274949851	1.26784181382028	5.35978015873262	2.28045639477709	21.3368182099833	4.29214491260262	22.0586091694912
